Gene	Gene synonym	Ensembl	Uniprot	Subcellular main location
ATP5PD	ATP5H, ATP5JD, ATPQ	ENSG00000167863	O75947	Mitochondria
ATP5PF	ATP5, ATP5A, ATP5J, ATPM, CF6	ENSG00000154723	P18859	Mitochondria
ATP5PO	ATP5O, ATPO, OSCP	ENSG00000241837	P48047	Mitochondria
ATP5S	ATPW, HSU79253	ENSG00000125375	Q99766	Nucleoplasm, Mitochondria
ATP6V1C2	ATP6C2, VMA5	ENSG00000143882	Q8NEY4	Mitochondria
ATPAF1	ATP11, Atp11p, FLJ22351	ENSG00000123472	Q5TC12	Mitochondria
ATRNL1	ALP, FLJ45344, KIAA0534	ENSG00000107518	Q5VV63	Nucleoplasm, Mitochondria
AURKAIP1	AIP, AKIP, FLJ20608	ENSG00000175756	Q9NWT8	Nucleoplasm, Mitochondria
B3GNT4	B3GN-T4, beta3Gn-T4	ENSG00000176383	Q9C0J1	Mitochondria
BAD	BBC2, BCL2L8	ENSG00000002330	Q92934	Mitochondria
BCAT2	BCAM, BCT2	ENSG00000105552	O15382	Mitochondria
BCKDHB		ENSG00000083123	P21953	Mitochondria
BCKDK		ENSG00000103507	O14874	Mitochondria
BCL2L1	Bcl-X, bcl-xL, bcl-xS, BCL2L, BCLX, PPP1R52	ENSG00000171552	Q07817	Mitochondria
BCL2L13	BCL-RAMBO, MIL1	ENSG00000099968	Q9BXK5	Mitochondria
BDH1	BDH, SDR9C1	ENSG00000161267	Q02338	Mitochondria
BDNF		ENSG00000176697	P23560	Nuclear speckles, Mitochondria
BMP6	VGR, VGR1	ENSG00000153162	P22004	Mitochondria
BNIP3L	BNIP3a, Nix	ENSG00000104765	O60238	Mitochondria
BOLA3		ENSG00000163170	Q53S33	Nuclear bodies, Mitochondria
BPHL	Bph-rp, MCNAA, VACVase	ENSG00000137274	Q86WA6	Mitochondria
BRD8	p120, SMAP	ENSG00000112983	Q9H0E9	Nucleoplasm
BRI3BP	BNAS1, HCCR-2, HCCRBP-3, KG19	ENSG00000184992	Q8WY22	Nucleoplasm, Mitochondria
BRPF3	KIAA1286	ENSG00000096070	Q9ULD4	Nucleoplasm
BTN2A2	BT2.2, BTF2, BTN2.2	ENSG00000124508	Q8WVV5	Mitochondria
C10orf71	FLJ45913	ENSG00000177354	Q711Q0	Nucleoplasm
C10orf82	Em:AC016825.4, MGC33547	ENSG00000165863	Q8WW14	Mitochondria
C12orf65	FLJ38663, SPG55	ENSG00000130921	Q9H3J6	Nucleoplasm, Cytosol
C12orf73	DKFZp547P055, FLJ13975	ENSG00000204954	Q69YU5	Centrosome, Mitochondria
C14orf119	FLJ20671	ENSG00000179933	Q9NWQ9	Mitochondria, Cytosol
C18orf63	DKFZP781G0119	ENSG00000206043	Q68DL7	Mitochondria
C19orf70	MIC13, P117, QIL1	ENSG00000174917	Q5XKP0	Mitochondria
C1orf112	FLJ10706	ENSG00000000460	Q9NSG2	Mitochondria
C1QBP	gC1Q-R, gC1qR, HABP1, p32, SF2p32	ENSG00000108561	Q07021	Plasma membrane
C21orf2	A2, LRRC76, YF5	ENSG00000160226	O43822	Mitochondria
C21orf33	D21S2048E, ES1, GT335, HES1, KNP-I, KNP-Ia, KNPH, KNPI	ENSG00000160221	P30042	Mitochondria
C2orf49	asw, MGC5509	ENSG00000135974	Q9BVC5	Nucleoplasm
C2orf68		ENSG00000168887	Q2NKX9	Nucleoplasm, Nuclear membrane, Mitochondria
C5orf46	MGC23985, SSSP1	ENSG00000178776	Q6UWT4	Nuclear speckles
C5orf63	FLJ44606, YDR286C	ENSG00000164241	A6NC05	Mitochondria
C6orf118	bA85G2.1, MGC23884	ENSG00000112539	Q5T5N4	Mitochondria
C7orf31		ENSG00000153790	Q8N865	Nucleoplasm, Mitochondria
C9orf129	bA165J3.3	ENSG00000204352	Q5T035	Mitochondria
C9orf131	MGC41945	ENSG00000174038	Q5VYM1	Mitochondria
CA5B		ENSG00000169239	Q9Y2D0	Mitochondria
CALHM2	FAM26B	ENSG00000138172	Q9HA72	Nucleoplasm, Mitochondria
CAMTA2	KIAA0909	ENSG00000108509	O94983	Nucleoplasm
CARD16	COP, COP1, PSEUDO-ICE	ENSG00000204397	Q5EG05	Mitochondria
CARD19	bA370F5.1, BinCARD, C9orf89, MGC11115	ENSG00000165233	Q96LW7	Mitochondria
CARS2	FLJ12118	ENSG00000134905	Q9HA77	Nucleoplasm, Mitochondria
CASP14	MGC119078, MGC119079, MICE	ENSG00000105141	P31944	Nucleoplasm, Cytosol
CASP3	apopain, CPP32, CPP32B, Yama	ENSG00000164305	P42574	Nucleoplasm, Mitochondria
CASP9	APAF-3, ICE-LAP6, MCH6, PPP1R56	ENSG00000132906	P55211	Mitochondria
CASQ1	CASQ, PDIB1	ENSG00000143318	P31415	Nucleoplasm, Mitochondria
CBX6		ENSG00000183741	O95503	Nucleoplasm, Mitochondria
CCDC102B	ACY1L, AN, C18orf14, FLJ23594, HsT1731	ENSG00000150636	Q68D86	Mitochondria
CCDC120	JM11	ENSG00000147144	Q96HB5	Mitochondria
CCDC184	C12orf68, LOC387856	ENSG00000177875	Q52MB2	Mitochondria, Cytosol
CCDC191	KIAA1407	ENSG00000163617	Q8NCU4	Mitochondria
CCDC51	FLJ12436	ENSG00000164051	Q96ER9	Nucleoplasm, Mitochondria
CCDC58	FLJ33273	ENSG00000160124	Q4VC31	Mitochondria
CCDC90B	MDS011, MDS025	ENSG00000137500	Q9GZT6	Mitochondria
CCM2	C7orf22, MGC4607, OSM	ENSG00000136280	Q9BSQ5	Mitochondria
CCR7	BLR2, CD197, CDw197, CMKBR7, EBI1	ENSG00000126353	P32248	Mitochondria
CD101	IGSF2, V7	ENSG00000134256	Q93033	Mitochondria
CD300C	CMRF-35A, CMRF35, CMRF35A, IGSF16, LIR	ENSG00000167850	Q08708	Golgi apparatus
CD3EAP	ASE-1, CAST, PAF49	ENSG00000117877	O15446	Nucleoplasm, Nucleoli fibrillar center
CD72	CD72b, LYB2	ENSG00000137101	P21854	Nucleoplasm, Mitochondria
CDK5RAP1	C20orf34, C42, CGI-05, HSPC167	ENSG00000101391	Q96SZ6	Nuclear speckles
CDRT4	FLJ36674	ENSG00000239704		Mitochondria
CEACAM19	CEAL1	ENSG00000186567	Q7Z692	Nucleoli, Mitochondria
CEND1	BM88, FLJ90066	ENSG00000184524	Q8N111	Mitochondria
CHAC1	MGC4504	ENSG00000128965	Q9BUX1	Mitochondria
CHCHD1	C10orf34, FLJ25854	ENSG00000172586	Q96BP2	Nucleoplasm, Mitochondria
CHCHD10	C22orf16, N27C7-4	ENSG00000250479	Q8WYQ3	Mitochondria
CHCHD2	C7orf17	ENSG00000106153	Q9Y6H1	Mitochondria
CHCHD3	FLJ20420, Mic19, MINOS3, PPP1R22	ENSG00000106554	Q9NX63	Mitochondria
CHCHD4	FLJ31709, MIA40, TIMM40	ENSG00000163528	Q8N4Q1	Mitochondria
CHCHD5	C2orf9, MGC11104, MIC14, MIX14	ENSG00000125611	Q9BSY4	Mitochondria
CHCHD6	CHCM1, MGC13016, Mic25, PPP1R23	ENSG00000159685	Q9BRQ6	Mitochondria
CIAPIN1	Anamorsin	ENSG00000005194	Q6FI81	Mitochondria
CISD1	C10orf70, MDS029, mitoNEET, ZCD1	ENSG00000122873	Q9NZ45	Mitochondria
CKS1B	CKS1, ckshs1	ENSG00000173207	P61024	Mitochondria, Cytosol
CKS2		ENSG00000123975	P33552	Mitochondria, Cytosol
CLPP		ENSG00000125656	Q16740	Mitochondria
CLPX		ENSG00000166855	O76031	Mitochondria
CMC2	C16orf61, DC13, MGC45036	ENSG00000103121	Q9NRP2	Mitochondria
CMC4	MTCP1, MTCP1NB, p8, P8MTCP1	ENSG00000182712	P56277	Mitochondria
CMPK2	NDK, TYKi, UMP-CMPK2	ENSG00000134326	Q5EBM0	Mitochondria
CMSS1	C3orf26, MGC4308	ENSG00000184220	Q9BQ75	Nucleoli
CNKSR3	FLJ31349, MAGI1	ENSG00000153721	Q6P9H4	Mitochondria
COA1	C7orf44, FLJ10803, MITRAC15	ENSG00000106603	Q9GZY4	Mitochondria
COA3	CCDC56, COX25, HSPC009, MITRAC12	ENSG00000183978	Q9Y2R0	Mitochondria
COA4	CHCHD8, CMC3, E2IG2	ENSG00000181924	Q9NYJ1	Nucleoplasm, Nucleoli fibrillar center
COA5	C2orf64, FLJ27524, MGC52110, Pet191	ENSG00000183513	Q86WW8	Mitochondria
COA6	C1orf31	ENSG00000168275	Q5JTJ3	Mitochondria
COA7	C1orf163, FLJ12439, RESA1, SELRC1	ENSG00000162377	Q96BR5	Nucleoplasm, Mitochondria
COQ3	bA9819.1	ENSG00000132423	Q9NZJ6	Nucleoplasm, Mitochondria
COQ4	CGI-92	ENSG00000167113	Q9Y3A0	Mitochondria
COQ5	MGC4767	ENSG00000110871	Q5HYK3	Nucleoli
COQ8A	ADCK3, CABC1, COQ8, SCAR9	ENSG00000163050	Q8NI60	Mitochondria
COQ8B	ADCK4, COQ8, FLJ12229	ENSG00000123815	Q96D53	Mitochondria
CORO7-PAM16		ENSG00000103426		Nucleoplasm, Mitochondria
COX10		ENSG00000006695	Q12887	Mitochondria
COX14	C12orf62, MGC14288	ENSG00000178449	Q96I36	Mitochondria
COX15	CEMCOX2	ENSG00000014919	Q7KZN9	Mitochondria
COX16	C14orf112, HSPC203	ENSG00000133983	Q9P0S2	Mitochondria
COX17		ENSG00000138495	Q14061	Mitochondria
COX20	FAM36A, FLJ43269	ENSG00000203667	Q5RI15	Mitochondria
COX4I1	COX4, COX4-1	ENSG00000131143	P13073	Mitochondria
COX5B		ENSG00000135940	P10606	Mitochondria
COX6A1	COX6A	ENSG00000111775	P12074	Mitochondria
COX6B1	COX6B, COXG	ENSG00000126267	P14854	Mitochondria
COX6C		ENSG00000164919	P09669	Mitochondria
COX7A2L	COX7AR, COX7RP, EB1, SIG81	ENSG00000115944	O14548	Mitochondria
CPNE2	CPN2	ENSG00000140848	Q96FN4	Nucleoplasm, Mitochondria, Cytosol
CPNE3		ENSG00000085719	O75131	Nucleoplasm, Cytosol
CPOX	CPO, CPX, HCP	ENSG00000080819	P36551	Mitochondria
CPT1A	CPT1, CPT1-L, L-CPT1	ENSG00000110090	P50416	Mitochondria
CPT2	CPT1, CPTASE	ENSG00000157184	P23786	Nucleoplasm, Nucleoli, Mitochondria
CREB3L4	AIbZIP, ATCE1, CREB3, CREB4, hJAL	ENSG00000143578	Q8TEY5	Nucleoplasm, Nuclear membrane
CREBL2		ENSG00000111269	O60519	Mitochondria
CREBZF	ZF	ENSG00000137504	Q9NS37	Nucleoplasm, Mitochondria
CS		ENSG00000062485	O75390	Mitochondria
CSPG5	NGC	ENSG00000114646	O95196	Nucleoplasm
CTDSP2	OS4, PSR2, SCP2	ENSG00000175215	O14595	Nucleoplasm
CTNNBIP1	ICAT, MGC15093	ENSG00000178585	Q9NSA3	Plasma membrane, Cell Junctions, Mitochondria
CTU2	C16orf84, NCS2	ENSG00000174177	Q2VPK5	Mitochondria
CWC15	AD002, C11orf5, Cwf15, HSPC148	ENSG00000150316	Q9P013	Nuclear speckles, Mitochondria
CYB5R1	humb5R2, NQO3A2	ENSG00000159348	Q9UHQ9	Nucleoli, Mitochondria, Cytosol
CYC1	UQCR4	ENSG00000179091	P08574	Mitochondria
CYCS	CYC, HCS	ENSG00000172115	P99999	Mitochondria
CYP19A1	ARO, ARO1, aromatase, CPV1, CYAR, CYP19, P-450AROM	ENSG00000137869	P11511	Mitochondria
CYP1B1	CP1B, GLC3A	ENSG00000138061	Q16678	Mitochondria
CYP24A1	CP24, CYP24, P450-CC24	ENSG00000019186	Q07973	Nucleoplasm, Mitochondria
CYP27A1	CP27, CTX, CYP27	ENSG00000135929	Q02318	Mitochondria
D2HGDH	D2HGD, FLJ42195, MGC25181	ENSG00000180902	Q8N465	Mitochondria
DAND5	CER2, CKTSF1B3, Coco, DANTE, DTE, FLJ38607, GREM3	ENSG00000179284	Q8N907	Mitochondria
DAP		ENSG00000112977	P51397	Vesicles, Mitochondria
DAP3	bMRP-10, DAP-3, DKFZp686G12159, MGC126058, MGC126059, MRP-S29, MRPS29	ENSG00000132676	P51398	Nucleoplasm, Mitochondria
DARS2	FLJ10514	ENSG00000117593	Q6PI48	Mitochondria
DBT		ENSG00000137992	P11182	Mitochondria
DCAF15	C19orf72, MGC99481	ENSG00000132017	Q66K64	Mitochondria
DCAF5	BCRG2, BCRP2, D14S1461E, KIAA1824, WDR22	ENSG00000139990	Q96JK2	Mitochondria
DDT	DDCT	ENSG00000099977	P30046	Mitochondria
DDX28	FLJ11282, MDDX28	ENSG00000182810	Q9NUL7	Mitochondria, Cytosol
DDX49	Dbp8, FLJ10432	ENSG00000105671	Q9Y6V7	Mitochondria
DECR1	DECR, SDR18C1	ENSG00000104325	Q16698	Mitochondria
DEGS1	DEGS-1, Des-1, DES1, FADS7, MLD	ENSG00000143753	O15121	Mitochondria
DEPP1	C10orf10, DEPP, FIG, Fseg	ENSG00000165507	Q9NTK1	Mitochondria
DEPTOR	DEP.6, DEPDC6, FLJ12428	ENSG00000155792	Q8TB45	Mitochondria
DGKA	DAGK, DAGK1, DGK-alpha	ENSG00000065357	P23743	Vesicles
DHFR		ENSG00000228716	P00374	Mitochondria
DHFR2	DHFRL1, DHFRP4, FLJ16119	ENSG00000178700	Q86XF0	Mitochondria
DHODH		ENSG00000102967	Q02127	Mitochondria
DHRS2	HEP27, SDR25C1	ENSG00000100867	Q13268	Mitochondria
DHRS3	RDH17, retSDR1, Rsdr1, SDR1, SDR16C1	ENSG00000162496	O75911	Nucleoli, Mitochondria
DHRS7	retDSR4, SDR34C1	ENSG00000100612	Q9Y394	Nucleoplasm, Mitochondria
DHTKD1	CMT2Q, DKFZP762M115, KIAA1630, MGC3090	ENSG00000181192	Q96HY7	Mitochondria
DHX30	DDX30, FLJ11214, KIAA0890	ENSG00000132153	Q7L2E3	Mitochondria
DIABLO	DFNA64, DIABLO-S, FLJ10537, FLJ25049, SMAC	ENSG00000184047	Q9NR28	Mitochondria
DIABLO	DFNA64, DIABLO-S, FLJ10537, FLJ25049, SMAC	ENSG00000284934	Q9NR28	Mitochondria
DLAT	DLTA, PDC-E2	ENSG00000150768	P10515	Mitochondria
DLD	DLDH, GCSL, LAD	ENSG00000091140	P09622	Mitochondria
DMAC2	ATP5SL, FLJ10241	ENSG00000105341	Q9NW81	Mitochondria
DMGDH		ENSG00000132837	Q9UI17	Mitochondria
DMRTA2		ENSG00000142700	Q96SC8	Mitochondria
DNA2	DNA2L, KIAA0083	ENSG00000138346	P51530	Mitochondria
DNAAF3	C19orf51, CILD2, FLJ36139, FLJ40069, PCD, PF22	ENSG00000167646		Mitochondria
DNAJA3	hTid-1, TID1	ENSG00000103423	Q96EY1	Mitochondria
DNASE1L2	DNAS1L2	ENSG00000167968	Q92874	Mitochondria
DNLZ	bA413M3.2, C9orf151, HEP, RP11-413M3.2, TIMM15, ZIM17	ENSG00000213221	Q5SXM8	Mitochondria
DOCK8	FLJ00026, FLJ00152, FLJ00346, ZIR8	ENSG00000107099	Q8NF50	Centrosome
DOK7	C4orf25, Dok-7, FLJ33718, FLJ39137	ENSG00000175920	Q18PE1	Nucleoplasm
DOPEY2	C21orf5, KIAA0933	ENSG00000142197	Q9Y3R5	Nucleoplasm
DPF1	BAF45b, NEUD4, neuro-d4	ENSG00000011332	Q92782	Nucleoplasm, Cytosol
DPY19L2	FLJ32949, SPATA34	ENSG00000177990	Q6NUT2	Mitochondria
DPYSL4	DRP-4, ULIP4	ENSG00000151640	O14531	Vesicles, Mitochondria
DTNB		ENSG00000138101	O60941	Mitochondria
DTYMK	CDC8, TMPK, TYMK	ENSG00000168393	P23919	Mitochondria
DYNC2H1	DHC1b, DHC2, DNCH2, DYH1B, hdhc11	ENSG00000187240	Q8NCM8	Mitochondria
EARS2	KIAA1970, MSE1	ENSG00000103356	Q5JPH6	Mitochondria
ECH1	HPXEL	ENSG00000104823	Q13011	Mitochondria
ECHDC2	FLJ10948	ENSG00000121310	Q86YB7	Mitochondria
ECHS1	SCEH	ENSG00000127884	P30084	Mitochondria
ECI1	DCI	ENSG00000167969	P42126	Mitochondria
ECI2	ACBD2, DRS1, HCA88, PECI	ENSG00000198721	O75521	Peroxisomes, Mitochondria
EEF1G	EF1G	ENSG00000254772	P26641	Mitochondria
EFEMP1	DHRD, FBLN3, FBNL, MTLV, S1-5	ENSG00000115380	Q12805	Mitochondria
EFNA2	ELF-1, EPLG6, LERK6	ENSG00000099617	O43921	Mitochondria, Cytosol
EIF2A	EIF-2A	ENSG00000144895	Q9BY44	Mitochondria, Cytosol
EIF4E2	4EHP, EIF4EL3, IF4e	ENSG00000135930	O60573	Mitochondria
EIF4EBP2		ENSG00000148730	Q13542	Nucleoplasm, Mitochondria
ELK3	ERP, NET, SAP2	ENSG00000111145	P41970	Nucleoplasm
ELMOD3	DFNB88, FLJ21977, RBED1, RBM29	ENSG00000115459	Q96FG2	Nucleoplasm, Mitochondria
EML6	FLJ42562	ENSG00000214595	Q6ZMW3	Mitochondria
ENO4	AC023283.3, C10orf134	ENSG00000188316	A6NNW6	Mitochondria
ENY2	DC6, FLJ20480, Sus1	ENSG00000120533	Q9NPA8	Nucleoplasm, Mitochondria
ERAL1	HERA-B	ENSG00000132591	O75616	Mitochondria
ETFA	EMA, GA2, MADD	ENSG00000140374	P13804	Mitochondria
ETFB		ENSG00000105379	P38117	Mitochondria
ETHE1	HSCO, YF13H12	ENSG00000105755	O95571	Mitochondria
EVC2	LBN	ENSG00000173040	Q86UK5	Mitochondria
EXD2	C14orf114, EXDL2, FLJ10738	ENSG00000081177	Q9NVH0	Mitochondria
EXOC3	SEC6L1, Sec6p	ENSG00000180104	O60645	Nucleoplasm, Mitochondria
EXOG	ENDOGL1, ENDOGL2, ENGL, ENGL-a, ENGL-b	ENSG00000157036	Q9Y2C4	Mitochondria
F7		ENSG00000057593	P08709	Mitochondria
FAHD1	C16orf36, DKFZP566J2046	ENSG00000180185	Q6P587	Mitochondria
FAM110B	C8orf72, MGC39325	ENSG00000169122	Q8TC76	Mitochondria, Cytosol
FAM124B	FLJ22746	ENSG00000124019	Q9H5Z6	Nucleoplasm
FAM136A	FLJ14668	ENSG00000035141	Q96C01	Mitochondria
FAM160A2	C11orf56, DKFZP566M1046, FHIP, FLJ22665, KIAA1759	ENSG00000051009	Q8N612	Mitochondria
